﻿year,quarter,region,area,level_of_edu,value,unit,source
2568,"ไตรมาส 2","3) ใต้","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",75.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","3) ใต้","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",85.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","3) ใต้","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",80.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","3) ใต้","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",72.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","3) ใต้","2) นอกเขตเทศบาล","11. อื่น ๆ",74.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","3) ใต้","2) นอกเขตเทศบาล","12. ไม่ทราบ",95.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,รวม,64.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"01. ไม่มีการศึกษา",33.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"02. ต่ำกว่าประถมศึกษา",48.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"03. ประถมศึกษา",72.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"04. มัธยมศึกษาตอนต้น",56.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"05. มัธยมศึกษาตอนปลาย สายสามัญ",68.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",67.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"08. อุดมศึกษา สายวิชาการ",80.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"09. อุดมศึกษา สายวิชาชีพ",78.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"10. อุดมศึกษา สายวิชาการศึกษา",77.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน",รวม,"11. อื่น ๆ",39.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล",รวม,61.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","01. ไม่มีการศึกษา",24.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",38.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","03. ประถมศึกษา",67.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","04. มัธยมศึกษาตอนต้น",55.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",62.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",71.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",80.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",78.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",64.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","1) ในเขตเทศบาล","11. อื่น ๆ",38.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล",รวม,65.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",34.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",50.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","03. ประถมศึกษา",73.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",56.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",70.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",65.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",81.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",78.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",84.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","4) ใต้ชายแดน","2) นอกเขตเทศบาล","11. อื่น ๆ",40.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,รวม,71.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"01. ไม่มีการศึกษา",45.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"02. ต่ำกว่าประถมศึกษา",42.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"03. ประถมศึกษา",74.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"04. มัธยมศึกษาตอนต้น",67.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"05. มัธยมศึกษาตอนปลาย สายสามัญ",79.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",74.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"08. อุดมศึกษา สายวิชาการ",78.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"09. อุดมศึกษา สายวิชาชีพ",86.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"10. อุดมศึกษา สายวิชาการศึกษา",61.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"11. อื่น ๆ",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก",รวม,"12. ไม่ทราบ",85.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล",รวม,70.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","01. ไม่มีการศึกษา",50.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",38.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","03. ประถมศึกษา",73.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","04. มัธยมศึกษาตอนต้น",65.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",80.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",76.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",73.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",83.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",55.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","11. อื่น ๆ",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","1) ในเขตเทศบาล","12. ไม่ทราบ",85.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล",รวม,71.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",41.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",45.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","03. ประถมศึกษา",76.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",68.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",77.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",73.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",84.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",88.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",68.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","5) ตะวันออก","2) นอกเขตเทศบาล","12. ไม่ทราบ",89.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,รวม,60.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"01. ไม่มีการศึกษา",21.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"02. ต่ำกว่าประถมศึกษา",37.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"03. ประถมศึกษา",70.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"04. มัธยมศึกษาตอนต้น",58.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"05. มัธยมศึกษาตอนปลาย สายสามัญ",68.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",69.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"08. อุดมศึกษา สายวิชาการ",80.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"09. อุดมศึกษา สายวิชาชีพ",81.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"10. อุดมศึกษา สายวิชาการศึกษา",64.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ",รวม,"12. ไม่ทราบ",14.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล",รวม,58.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","01. ไม่มีการศึกษา",23.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",33.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","03. ประถมศึกษา",69.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","04. มัธยมศึกษาตอนต้น",56.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",62.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",62.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",80.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",82.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",50.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","1) ในเขตเทศบาล","12. ไม่ทราบ",25.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล",รวม,60.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",21.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",38.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",71.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",59.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",71.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",73.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",80.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",80.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",73.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","6) ตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,รวม,63.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"01. ไม่มีการศึกษา",49.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"02. ต่ำกว่าประถมศึกษา",45.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"03. ประถมศึกษา",74.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"04. มัธยมศึกษาตอนต้น",61.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"05. มัธยมศึกษาตอนปลาย สายสามัญ",68.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",64.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",80.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"08. อุดมศึกษา สายวิชาการ",79.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"09. อุดมศึกษา สายวิชาชีพ",81.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"10. อุดมศึกษา สายวิชาการศึกษา",68.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"11. อื่น ๆ",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ",รวม,"12. ไม่ทราบ",56.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล",รวม,62.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","01. ไม่มีการศึกษา",56.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",42.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","03. ประถมศึกษา",73.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","04. มัธยมศึกษาตอนต้น",59.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",60.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",61.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",80.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",78.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",83.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",66.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","11. อื่น ๆ",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","1) ในเขตเทศบาล","12. ไม่ทราบ",45.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล",รวม,63.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",46.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",47.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",74.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",62.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",73.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",66.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",79.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",80.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",69.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 2","7) เหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",76.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,รวม,66.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"01. ไม่มีการศึกษา",48.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"02. ต่ำกว่าประถมศึกษา",42.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"03. ประถมศึกษา",73.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"04. มัธยมศึกษาตอนต้น",64.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"05. มัธยมศึกษาตอนปลาย สายสามัญ",71.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",70.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
